cso_id,cso_name_english,cso_name_dhivehi,phone,email,web_presence,registration_number
868,Green Care Association of Maldives,ގްރީން ކެއރާ އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7789409,gcamaldives@gmail.com,,519
869,Green Climate Network,ގްރީން ކްލައިމެޓް ނެޓްވޯކް,9919119,greenclimatenetwork@gmail.com,,1763
870,Green Crescent Foundation,ގްރީން ކްރެސެންޓް ފައުންޑޭޝަން,9638210,,,1762
871,Green Future Maldives,ގްރީން ފިއުޗރަ މޯލްޑިވްސް,7775278,maldivesgreensociety@gmail.com,,1377
872,Green Maldives,ގްރީން މޯލްޑިވްސް,7672105,,,2117
873,Green Rights Foundation,ގްރީން ރައިޓްސް ފައުންޑޭޝަން,,,,1811
874,Green Society,ގްރީން ސޮސައިޓީ,7788266,,,1376
875,Group of Unity People Society,ގްރޫޕް އޮފް ޔުނިޓީ ޕީޕަލް ސޮސައިޓީ,7957952,,,64
876,Guardian Association,ގާޑިއަން އެސޯސިއޭޝަން,9665858,,,2541
877,Guest House Association of Dh.Maamigili,ގެސްޓް ހައުސް އެސޯސިއޭޝަން އޮފް އދ.މާމިގިލި,7779312,,,1910
878,Guesthouse Association of Ukulhas,ގެސްޓްހައުސް އެސޯސިއޭޝަން އޮފް އުކުޅަސް,7776532,,,1938
879,Gulhee Anhenunge Roohu,ގުޅީ އަންހެނުންގެ ރޫޙު,9947899,gulhee.ar@gmail.com,,561
880,Gulhee Environment and Sports Society,ގުޅީ އެންވަޔަރަންމަންޓް އެންޑް ސްޕޯޓްސް ސޮސައިޓީ,,,,558
881,Gulhee Hitvaru Jamiyya,ގުޅީ ހިތްވަރު ޖަމްޢިއްޔާ,7755434,gulhee_hivvaru@hotmail.com,,560
882,Gulhee Youth Society,ގުޅީ ޔޫތު ސޮސައިޓީ,7542463,GYS_gulhee@hotmail.com,,559
883,Gulheefalhu Rayitunge Association,ގުޅީފަޅު ރައްޔިތުންގެ އެސޯސިއޭޝަން,7779077,gulhee.ca@gmail.com,,1847
884,Guraidhoo Endeavor and Movement,ގުރައިދޫ އެންޑޯވްމަންޓް އެންޑް މޫވްމަންޓް,,,,2135
885,Guraidhoo Enlighten Movement,ގުރައިދޫ އެންލައިޓެން މޫވްމަންޓް,9953010,guraidhooenlighten@gmail.com,,570
886,Guraidhoo Islamic Dhanmaru,ގުރައިދޫ އިސްލާމީ ދަންމަރު,,,,2134
887,Guraidhoo Youth Movement,ގުރައިދޫ ޔޫތް މޫވްމަންޓް,7794497,,,569
888,Gymkhana Association of Maldives,ޖިމްކާނާ އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,9747173,,,1375
889,H 14 Community Development Society,އެޗް 14 ކޮމިޔުނިޓީ ޑިވަލޮޕްމަންޓް ސޮސައިޓީ,7954035,H14communitydevelopmentsociety@gmail.com,,1761
890,H 2 O,އެޗް 2 އޯ މޯލްޑިވްސް,7766699,test@gmail.com,,1373
891,H. Dhidhoo Environment Association,ހއ. ދިއްދޫ އެންވަޔަރަމަންޓް އެސޯސިއޭޝަން,7771974,ha.dhi.environment.association@gmail.com,,5
892,H.I.V. Intervention for Youth and Adolescents Foundation (Hiyaa Foundation),އެޗް.އައި.ވީ އިންޓަވެންޝަން ފރޮ ޔޫތް އެންޑް އެޑޯލެސެންޓްސް ފައުންޑޭޝަން (ހިޔާ ފައުންޑޭޝަން),,test@gmail.com,,1353
893,H.M. Aid Foundation (Kulunu Foundation),އެޗް.އެމް އެއިޑް ފައުންޑޭޝަން (ކުލުނު ފައުންޑޭޝަން),9110001,,,2697
894,HOPE,ހޯޕް,9996611,,,2205
895,Haama Hama,ހާމަ ހަމަ,7791565,test@gmail.com,,2540
896,Hadhunmatee Atolhukaunsilge Recreation Club,ހައްދުންމަތީ އަތޮޅުކައުންސިލްގެ ރިކްރިއޭޝަން ކްލަބު,7793303,info@laamu.gov.mv,,2184
897,Hadhunmatee Gamu Matimaradhoo Zuvaanunge Jamiyya,ހައްދުންމަތީ ގަމު މަތިމަރަދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,9779103,,,2224
898,Hadhunmatee Gamu Mukurimagu Zuvaanunge Jamiyya,ހައްދުންމަތީ ގަމު މުކުރިމަގު ޒުވާނުންގެ ޖަމްޢިއްޔާ,7731470,,,2223
899,Hafman Sports Club,ހަފްމަން ސްޕޯޓްސް ކްލަބް,7778060،‎ 7738235,hafmansc@gmail.com,,224
900,Hafsee Sports Club,ހަފްސީ ސްޕރޯޓްސް ކްލަބް,9971428,,,517
901,Haheti,ހަހެތި,7976442,hahethi.hrf@gmail.com,,75
902,Hajee Foundation,ޙާޖީ ފައުންޑޭޝަން,7770922،‎ 9997119,foundation.haajee@gmail.com,,1860
903,Hakee United,ހަކީ ޔުނައިޓެޑް,7928885,,,1372
904,Hama Jamiyya,ހަމަ ޖަމްޢިއްޔާ,3330678,ngo.handinhand@gmail.com,,1371
905,Hamadhu Inclination Youth Association,ހަމަދު އިންކްލައިން ޔޫތް އެސޯސިއޭޝަން,7471120,hiya_2011@hotmail.com,,2222
906,Hamati Club,ހަމަތި ކްލަބް,,,,2402
907,Hand in Hand,ހޭންޑް އިން ހޭންޑް,7633394,handballmaldives@gmail.com,,1370
908,Handball Maldives,ހޭންޑްބޯލް މޯލްޑިވްސް,9664090,handstmv@gmail.com,,1369
909,Handsome United,ހޭންޑްސަމް ޔުނައިޓެޑް,7997077/7777588,,,2390
910,Handstugedhra,ހޭންޑްސްޓުގެދރަ,7900300,,,1368
911,Hangnaameedhoo Ekuveringe Dhirun,ހަންޏާމީދޫ އެކުވެރިންގެ ދިރުން,7973981,,,1909
912,Hanifahi,ހަނިފަހި,_,_,,127
913,Haraheri,ހަރަހެރި,"7502686, 7933285",haraheri.drv@gmail.com,,430
914,Harpoon,ހާޕޫން,7794007,,,442
915,Hashiheyo Muvazafunge Gulhun,ހަށިހެޔޮ މުވައްޒަފުންގެ ގުޅުން,7638108،‎ 9176698,hashiheyobah@gmail.com,,414
916,Havaru Sports (H.S),ހަވަރު ސްޕޯޓްސް (އެޗް.އެސް),7956005,havarusports@gmail.com,,2430
917,Haveeru Journalism Foundation,ހަވީރު ޖާނަލިޒަމް ފައުންޑޭޝަން,7787373,,,1367
918,Hayaatu Foundation,ހަޔާތު ފައުންޑޭޝަން,9137222,,,2513
919,Heal Foundation,ހީލް ފައުންޑޭޝަން,7832459,,,1366
920,Health Defense Maldives,ހެލްތް ޑިފެންސް މޯލްޑިވްސް,7787100,,,1364
921,Health Entrusting Aid For Life,ހެލްތް އެންޓްރަސްޓިން އެއިޑް ފޮރި ލައިފް,9765899,healthentrustingaid@gmail.com,,518
922,Health Recreation Club,ހެލްތް ރިކްރިއޭޝަން ކްލަބު,7785393,,,1362
923,Health and Education for Laamu's People Foundation,ހެލްތް އެންޑް އެޑިޔުކޭޝަން ފރޮ ލާމުސް ޕީޕަލް ފައުންޑޭޝަން,7786463,healthdefensemv@gmail.com,,1365
924,Health for All,ހެލްތް ފރޮ އޯލް,7786554,,,1363
925,Heed Community,ހީޑް ކޮމިއުނިޓީ,7776837,,,2429
926,Help Foundation,ހެލްޕް ފައުންޑޭޝަން,7952000,,,1361
927,Help M.V.,ހެލްޕް އެމް.ވީ,7784250,,,1360
928,Help Others for Protective Environment Foundation (HOPE Foundation),ހެލްޕް އަދރާޒް ފރޮ ޕްރޮޓެކްޓިވް އެންވަޔަރަންމަންޓް ފައުންޑޭޝަން (ހޯޕް ފައުންޑޭޝަން),7708453,,,1359
929,Help Society,ހެލްޕް ސޮސައިޓީ,7886918,,,1774
930,Helping Hands of Maldives,ހެލްޕިނގް ހޭންޑްސް އޮފް މޯލްޑިވްސް,"7434996 ,9999355",,,2177
931,Helping Social Care,ހެލްޕިނގް ސޯޝަލް ކެއރަ,7859690,gom.hsc@gmail.com,,2696
932,Hemophilia Society of Maldives,ހީމޮފީލިއާ ސޮސައިޓީ އޮފް މޯލްޑިވްސް,3324911,,,1358
933,Henbadhoo Dhivehi Development Jamiyya,ހނެބަދޫ ދިވެހިބޭސްވެރިކަމުގެ ޖަމްޢިއްޔާ,7974774 ،‎ 7820213,,,302
934,Henbadhoo Islamic Association,ހނެބަދޫ އިސްލާމިކް އެސޯސިއޭޝަން,7923100,henbadhoohia@gmail.com,,301
935,Henbadhoo Youth Jamiyya,ހނެބަދޫ ޖޯޝް ޖަމްޢިއްޔާ,9663646,henbadhoojosh@gmail.com,,300
936,Henveyru Youth Club,ހެންވޭރު ޔޫތު ކުލަބް,7882318,,,1357
937,Hespares Sports Club,ހެސްޕަރެސް ސްޕޯޓްސް ކްލަބް,7786621,,,516
938,Heyhan Recreation Club,ހޭހަން ރެކްރިއޭޝަން ކްލަބް,7924346/ 9893077,heyhanrecreationclub@gmail.com,,316
939,Heylhi Sports Club,ހޭޅި ސްޕޯޓްސް ކުލަބް,7868575,,,1356
940,Heylhi- the Association For Young Generation,ހޭޅި- ދަ އެސޯސިއޭޝަން ފޯ ޔަނގް ޖަނަރޭޝަން,7753137/7905121,heylhiassociation@gmail.com,,2176
941,Heyyanboa Sports,ހޭޔަންބޯ ސްޕޯޓްސް,7778375,,,2428
942,Hidhaayatul Islam,ހިދާޔަތުލްއިސްލާމް,7655007,,,2613
943,Hidhumat,ޙިދުމަތް,7971070,Sameehmohamed1070@gmail.com,,1772
944,Hifoai,ހިފޯއި,9877797,,,2539
945,Hilaal,ހިލާލް,9932199,,,2680
946,Hilaalee New Generation,ހިލާލީ ނިއު ޖެނެރޭޝަން,7711853,info@hirafoundationmaldives.org,,1355
947,Himandhoo Health Recreation Club,ހިމަންދޫ ހެލްތް ރިކްރިއޭޝަން ކްލަބް,9703497,himandhoo.hrc@gmail.com,,1968
948,Himandhoo Zuvaanunge Dhirun,ހިމަންދޫ ޒުވާނުންގެ ދިރުން,,,,1965
949,Himandhoo Zuvaanunge Gulhun,ހިމަންދޫ ޒުވާނުންގެ ގުޅުން,,,,1966
950,Hinmafushee Taraqeege Rooh,ހިންމަފުށީ ތަރައްޤީގެ ރޫޙް,,,,578
951,Hinmafushee Taraqeege Rooh (hituroa),ހިންމަފުށީ ތަރައްޤީގެ ރޫޙް (ހިތުރޯ,7847075,,,580
952,Hinmafushee Youth Club,ހިންމަފުށީ ޔޫތް ކްލަބް,7908279,,,574
953,Hinmafushee Zuvaanunge Bingaa,ހިންމަފުށީ ޒުވާނުންގެ ބިންގާ,,,,576
954,Hinmafushee Zuvaanunge Bingaa (hizub),ހިންމަފުށީ ޒުވާނުންގެ ބިންގާ (ހިޒުބް),7933455,,,579
955,Hinmafushee Zuvaanunge Rooh,ހިންމަފުށީ ޒުވާނުންގެ ރޫޙް,7761262,,,575
956,Hinmafushi Youth Association,ހިންމަފުށި ޔޫތް އެސޯސިއޭޝަން,9898944,,,577
957,Hinnavaru Association for Social Development and Awareness (hisaa),ހިންނަވަރު އެސޯސިއޭޝަން ފރޮ ސޯޝަލް ޑިވެލޮޕްމެންޓް އެންޑް އެވެއރަނަސް (ހިއްސާ),7778263,hissa@avasmail.com.mv,,515
958,Hinnavaru Fantasy,ހިންނަވަރު ފެންޓަސީ,7763156,info@hinnavarufantasy.com,,514
959,Hinnavaru Innovative Youth Association (hiriyaa),ހިންނަވަރު އިނޮވޭޓިވް ޔޫތް އެސޯސިއޭޝަން (ހިރިޔާ),7905611,,,513
960,Hinnavaru Maskattering Jamiyya,ހިންނަވަރު މަސައްކަތްތެރިންގެ ޖަމްޢިއްޔާ,7895056,,,512
961,Hinnavaru Sos Boys,ހިންނަވަރު ސޮސް ބޯއީޒް,9882018,hinn.sosboys@gmail.com,,511
962,Hinnavaru Taraanaa Group,ހިންނަވަރު ތަރާނާ ގްރޫޕް,7694057,tharanagroup95@gmail.com,,510
963,Hinnavaru Traders Association,ހިންނަވަރު ޓްރޭޑރާސް އެސޯސިއޭޝަން,7765419,,,509
964,Hinnavaru Youth Progressive Elements Hype,ހިންނަވަރު ޔޫތު ޕްރޮގްރެސިވް އެލެމެންޓްސް ހައިޕް,9808980,hinnavaruhype@gmail.com,,507
965,Hinnavaru Youth Society,ހިންނަވަރު ޔޫތް ސޮސައިޓީ,9955195,info@hinus.org,,506
966,Hinnavaru Youth and Environment Society,ހިންނަވަރު ޔޫތް އެންޑް އެންވަޔަރަންމަންޓް ސޮސައިޓީ,7791336,info.hinnavaruhint@gmail.com,,508
967,Hiraa Foundation,ޙިރާ ފައުންޑޭޝަން,3333750,,,1354
968,Hirilandhoo Educational Social Society,ހިރިލަންދޫ އެޑިޔުކޭޝަނަލް ސޯޝަލް ސޮސައިޓީ,9701776,,,2162
969,Hirilandhoo Island Development Organization,ހިރިލަންދޫ އައިލެންޑް ޑިވެލޮޕްމަންޓް އޯގަނައިޒޭޝަން,9636999,,,2161
970,Hirilandhoo Zuvaanunge Jamiyya,ހިރިލަންދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,9830038,,,2160
971,Hirimaradhoo Integrity Youth Association (hiya),ހިރިމަރަދޫ އިންޓަގްރިޓީ ޔޫތު އެސޯސިއޭޝަން (ހިޔަ),,_,,125
972,Hirizil,ހިރިޒިލް,_,_,,124
973,History Initiative,ހިސްޓޯ އިނީޝިއޭޓިވް,7772271,,,2538
974,Hitaadhoo Island Development Association,ހިތާދޫ އައިލެންޑް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,"9918656, 7909282, 7998585",hida.org@live.com,,451
975,Hitaadhoo Youth Wing,ހިތާދޫ ޔޫތް ވިނގް,"9110304, 9761097",hithaadhooyouthwing@gmail.com,,450
976,Hitadhoo Ekuveringe Rooh,ހިތަދޫ އެކުވެރިންގެ ރޫޙް,,,,2240
977,Hitadhoo Sports Club,ހިތަދޫ ސްޕޯޓްސް ކްލަބް,,,,2239
978,Hitadhoo Youth Association,ހިތަދޫ ޔޫތް އެސޯސިއޭޝަން,7722109,,,2612
979,Hitadhoo Youth and Veterans Sports Club,ހިތަދޫ ޔޫތް އެންޑް ވެޓަރަންސް ސްޕޯޓްސް ކްލަބު,7605522,,,2238
980,Hitvaru Jamiyya,ހިތްވަރު ޖަމްޢިއްޔާ,7830511،‎ 7825559,,,74
981,Hiyaa Ekuveringe Gulhun,ހިޔާ އެކުވެރިންގެ ގުޅުން,7778953,hiyaaekuveringegulhun@gmail.com,,1760
982,Hiyaa Foundation,ހިޔާ ފައުންޑޭޝަން,"ޗެއރަ ޕރާސަން ( މުޙައްމަދު ފިރާޟް ) 7775216
ވ.ޗެއރަޕާސަން ( މުޙައްމަދު ސިރާޖު ) 7989092",hiyaafoundation@gmail.com,,73
983,Hiyaa Recreation Club,ހިޔާ ރެކްރިއޭޝަން ކްލަބް,3004300,hiyaaunion@gmail.com,,1352
984,Hiyaa Union,ހިޔާ ޔޫނިއަން,7782501,,,1351
985,Hiyaavahi,ހިޔާވަހި,7865330,,,1350
986,Hiyau,ހިޔައު,7955243,hiyau.info@gmail.com,,2644
987,Hoadedhoo Island Development Society (HIDS),ހނޯޑެއްދޫ އައިލެންޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ (ހިޑްސް),7970142,hids1@hotmail.com,,2486
988,Hoadedhoo Rehendhi Jamiyya,ހނޯޑެއްދޫ ރެހެންދި ޖަމްޢިއްޔާ,7731815,,,2488
989,Hoadedhoo Sports,ހނޯޑެއްދޫ ސްޕޯޓްސް,7901113,hoadehdhoosports@live.com,,2487
990,Hoadhan Boduberu Club,ހޯދަން ބޮޑުބެރު ކްލަބް,9679990,,,2254
991,Hoarafushi Advancement Society,ހޯރަފުށި އެޑްވާންސްމަންޓް ސޮސައިޓީ,7758077,has.ngo@hotmail.com,,71
992,Hoarafushi Beleniveringe Gulhun,ހޯރަފުށި ބެލެނިވެރިންގެ ގުޅުން,"ރައީސް ( އިލްޔާސް އިބަރާހީމް ) 9941796
ނ. ރައީސް (ފާޠިމަތު ފަޛުނާ )9756906",hbg.hoarafushi@gmail.com,,70
993,Hoarafushi Gulhun,ހޯރަފުށި ގުޅުން,7921796,hoarafushiunion@gmail.com,,72
994,Hoarafushi Integrated Youth Advancement Association (hiyaa),ހޯރަފުށި އިންޓަގްރޭޓެޑް ޔޫތު އެޑްވާންސްމަންޓް އެސޯސިއޭޝަން (ހިޔާ),7737500 / 7969998,hiyaa.hoarafushi@gmail.com,,69
995,Hoarafushi Youth Development Society,ހޯރަފުށި ޔޫތު ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7699274,hydsa6@gmail.com,,68
996,Hobby Association of Maldives,ހޮބީ އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,,,,1349
997,Holhudhoo Awareness Society (HAS),ހޮޅުދޫ އެވެއރަނަސް ސޮސައިޓީ (ހޭޒް),,,,291
998,Holhudhoo Islamic Movement,ހޮޅުދޫ އިސްލާމިކް މޫވްމަންޓް,9677629،‎ 7605290,holhudhooislamicmovement@gmail.com,,290
999,Holhudhoo Youth Club,ހޮޅުދޫ ޔޫތު ކްލަބް,7908012,,,289
1000,Holhudhoo Youth Development Society,ހޮޅުދޫ ޔޫތު ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7744875,,,288
1001,Holistic Initiative for Kids Enhancement (haik),ހޯލިސްޓިކް އިނީޝިއޭޝަން ފރޮ ކިޑްސް އެންހޭންސްމަންޓް (ހައިކް,7771961,harc@homeaffairs.gov.mv,,1348
1002,Home Affairs Recreation Club (haak),ހޯމްއެފެއާޒް ރެކްރިއޭޝަން ކުލަބް (ހާކް),3313325,,,1347
1003,Home Foundation,ހޯމް ފައުންޑޭޝަން,9567673,,,223
1004,Hope Maldives,ހޯޕް މޯލްޑިވްސް,7913882,azeel058720@gmail.com,,1344
1005,Hope and Support Society,ހޯޕް އެންޑް ސަޕޯޓް ސޮސައިޓީ,7772144,hope@hopeforwomen.org.mv,,1346
1006,Hope for Woman,ހޯޕް ފރޯ ވުމަން,7456570,,,1345
1007,Horizon Academy,ހޮރައިޒަން އެކެޑަމީ,9700042,,,2611
1008,Hosbag Development Society,ހޮސްބަގް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,"7776977, 7744061",,,459
1009,Hulhudhelee Island Development Society,ހުޅުދެލީ އައިލެންޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7941859,,,2087
1010,Hulhudhelee Island Social and Sports Association (HISSA),ހުޅުދެލީ އައިލެންޑް ސޯޝަލް އެންޑް ސްޕޯޓްސް އެސޯސިއޭޝަން (ހިއްސާ),", 7930308, 9908384",hissa.hulhudheli@gmail.com,,2085
1011,Hulhudheli Hulhudhaan Society,ހުޅުދެލި ހުޅުދާން ސޮސައިޓީ,7786534,,,2086
1012,Hulhudheli Island Youth Association (HIYA),ހުޅުދެލި އައިލެންޑް ޔޫތު އެސޯސިއޭޝަން (ހިޔާ),9922731,,,2084
1013,Hulhudhoo Anhenunge Gulhun,ހުޅުދޫ އަންހެނުންގެ ގުޅުން,,info.huangu@gmail.com,,2694
1014,Hulhudhoo Masveringe Jamiyya,ހުޅުދޫ މަސްވެރިންގެ ޖަމްޢިއްޔާ,7782363,,,2693
1015,Hulhudhoo Youth Foundation,ހުޅުދޫ ޔޫތް ފައުންޑޭޝަން,7771364,contact@saybilehdhoo.com,,2692
1016,Hulhudhufaaru Development Association,ހުޅުދުއްފާރު ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,9964696/ 9780059,had.official.18@gmail.com,,360
1017,Hulhudhufaaru Progressive Association (hech.pee.ey),ހުޅުދުއްފާރު ޕްރޮގްރެސިވް އެސޯސިއޭޝަން (ހެޗް.ޕީ.އޭ),_,_,,361
1018,Hulhudhufaaru Youth Club,ހުޅުދުއްފާރު ޔޫތު ކްލަބް,9646655/ 7872599,_,,359
1019,Hulhudhufaaru Zuvaanunge Rookh,ހުޅުދުއްފާރު ޒުވާނުންގެ ރޫޚް,7477554/ 9727407,_,,358
1020,Hulhumaale Rayitunge Committee,ހުޅުމާލެ ރައްޔިތުންގެ ކޮމިޓީ,,hulhumalerc@gmail.com,,1851
1021,Hulhumale Anhenunge Jamiyya,ހުޅުމާލޭ އަންހެނުންގެ ޖަމްޢިއްޔާ,,,,1343
1022,Hulhumale Anhenunge Taraqeeash Masakatkuraa Jamiyya,ހުޅުމާލޭ އަންހެނުންގެ ތަރައްޤީއަށް މަސައްކަތްކުރާ ޖަމްޢިއްޔާ,7902510,hwdjamuiyya@gmail.com,,1754
1023,Hulhumale Association for Neighborhood Development (HAND),ހުޅުމާލެ އެސޯސިއޭޝަން ފރޮ ނެއިބރަހުޑް ޑިވެލޮޕްމަންޓް (ހޭންޑް),7970000,,,1759
1024,Hulhumale Association for Women's Improvement,ހުޅުމާލެ އެސޯސިއޭޝަން ފރޮ ވިމެންސް އިމްޕްރޫވްމަންޓް,7936454,,,1341
1025,Hulhumale Association for Women's Improvement (havi),ހުޅުމާލެ އެސޯސިއޭޝަން ފރޮ ވިމެންސް އިމްޕްރޫވްމަންޓް (ހަވި),7936454,,,1342
1026,Hulhumale Association for Youth Development,ހުޅުމާލެ އެސޯސިއޭޝަން ފރޮ ޔޫތު ޑިވެލޮޕްމަންޓް,9908007,,,1758
1027,Hulhumale Community Development Society,ހުޅުމާލެ ކޮމިޔުނިޓީ ޑިވެލޮޕްމެންޓް ސޮސައިޓީ,9889703,hulumale.cds@gmail.com,,1757
1028,Hulhumale Development Society,ހުޅުމާލެ ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7775071,,,1340
1029,Hulhumale Dhirun Jamiyya,ހުޅުމާލެ ދިރުން ޖަމްޢިއްޔާ,7801281,,,1339
1030,Hulhumale Drivers Association,ހުޅުމާލެ ޑްރައިވރަސް އެސޯސިއޭޝަން,7778552,test@gmail.com,,1338
1031,Hulhumale Environment Youth and Development Association,ހުޅުމާލެ އެންވަޔަރަންމަންޓް ޔޫތް އެންޑް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7785318,,,1337
1032,Hulhumale Hospital Recreation Club,ހުޅުމާލޭ ހޮސްޕިޓަލް ރެކްރިއޭޝަން ކުލަބް,7779050,,,1336
1033,Hulhumale Masveringe Jamiyya,ހުޅުމާލެ މަސްވެރިންގެ ޖަމިއްޔާ,7477928,test@gmail.com,,1756
1034,Hulhumale Rowing Association,ހުޅުމާލެ ރޯވިނގް އެސޯސިއޭޝަން,7935717,hulhumale.rowing@gmail.com,,1335
1035,Hulhumale Sports Club,ހުޅުމާލެ ސްޕޯޓްސް ކްލަބް,7660905,,,1755
1036,Hulhumale Women's Sports,ހުޅުމާލެ ވިމެންސް ސްޕރޯޓްސް,7917350,hwsports@hotmail.com,,1334
1037,Hulhumale Youth Development Association,ހޅުމާލެ ޔޫތް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7421029,,,1332
1038,Hulhumale Youth Development Society (haids),ހުޅުމާލެ ޔޫތު ޑިވެލޮޕްމަންޓް ސޮސައިޓީ (ހައިޑްސް),7906822,hydsociety@gmail.com,,1331
