facility_id,facility_name,facility_type,island_id,matched_island_name,atoll_id,matched_atoll_name,address,rooms,beds,berths,phone,email,website,fax,resort_phone,resort_email,resort_fax,operator,owner_lessee,management,match_score,match_status,facility_type_original,atoll_name,island_name
316,Dream Voyager,vessel,,,,,,8,14,0,7771071,adamgafoor@outlook.com,,,,,,"Adam Abdul Gafoor 
Address: 
H. Kuredhimaage
Male’, Republic of Maldives","Adam Abdul Gafoor 
Address: 
H. Kuredhimaage
Male’, Republic of Maldives",,,no_island_provided,Vessel,,
317,Dreamland - The Unique Sea & Lake Resort/Spa,resort,,,3.0,Baa,,90,180,0,3313523,info@happymarket.com.mv,,3313522,660-0101,reservations@dreamland.com.mv,660-0101,"Angiri Joint Venture Pvt Ltd 
M. Newport, 
Ameenee Magu, 
Male', Republic of Maldives","Angiri Joint Venture Pvt Ltd 
M. Newport, 
Ameenee Magu, 
Male', Republic of Maldives",-,,unmatched,Resort,Baa,Hirundhoo
318,Dreams Grand,guesthouse,,,11.0,Kaafu,Hulhumale' Lot. No. 10467,11,22,0,3356533,sales@dreamsgrand.com,www.dreamsgrand.com,3356533,,,,"Ibrahim Hussein 
Dhaftharu number 3276 
Male', Republic of Maldives","Ibrahim Hussein 
Dhaftharu number 3276 
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
319,Drift Theluveliga Retreat,resort,,,2.0,Alifu Dhaalu,ADh. Theluveliga,30,60,0,3347777,"info@driftretreat.com
hawwa.shakeela@theluveligaretreat.com
nabeel.hilmy@castawaymaldives.com",,3347887,6680668,info@driftretreat.com,6680668,"Theluveliga Retreat Pvt Ltd 
Ma. Vahaari, 
Javaahiru Goalhi, 
Male', Republic of Maldives","Theluveliga Retreat Pvt Ltd 
Ma. Vahaari, 
Javaahiru Goalhi, 
Male', Republic of Maldives",-,,unmatched,Resort,Alifu Dhaalu,Theluveliga
320,Due Palm Guest House,guesthouse,187.0,Keyodhoo,21.0,Vaavu,Babulhaage,8,4,0,7741701,info@maldivealternative.com,www.maldivealternative.com,,,,,"Idrees Adam ( A095222)
Babulhaage 
Keyodhoo, Vaavu Atoll
Republic of Maldives",Legal heirs of the Land owner,,100.0,matched,Guest House,Vaavu,Keyodhoo
321,Duke of York,vessel,,,,,,12,26,0,7773830,wafir@beach.mv,,,,,,"Island Cruises Pvt. Ltd.
G. Shafag
Rahdhebai Magu
Male', Republic of Maldives","Abdul Muhsin Moosa
Dhaftharu No 1339
Male', Republic of Maldives",,,no_island_provided,Vessel,,
322,Duplex Cruise,vessel,,,,,,13,30,0,7235836,info@duolexmaldives.com,,,,,,"Duplex Private Limited
Ma. Aahiyaa
Chaandhanee Magu
Male', Republic of Maldives","Duplex Private Limited
Ma. Aahiyaa
Chaandhanee Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
323,Dusit Thani Maldives,resort,,,3.0,Baa,,104,208,0,660 8888,bhanwar.ratore@dusit.com,,660 9999,6608888,bhanwar.rathore@dusit.comresmaldives@dusit.com,6608888,"Dusit Maldives Management Pvt Ltd,  
H. #02-01, Millenia Tower, 
10 Ameer Ahmed Magu, 
Male', Republic of Maldives","Dusit Maldives Investment Pvt Ltd,
H. #02-01, Millenia Tower, 
10 Ameer Ahmed Magu, 
Male', Republic of Maldives","Dusit Worldwide Maldives Pvt Ltd,  
H. #02-01, Millenia Tower, 
10 Ameer Ahmed Magu, 
Male', Republic of Maldives",,unmatched,Resort,Baa,Mudhdhoo
324,dusitD2,resort,,,11.0,Kaafu,,69,138,0,6689988,https://www.dusit.com/,,-,6689988,resd2md@dusit.com,-,"Pearl Atoll Pvt Ltd 
H-Block 3.5, First Floor, Feydhoo Finolhu, Kaafu Atoll, Republic of Maldives","Pearl Atoll Pvt Ltd 
H-Block 3.5, First Floor, Feydhoo Finolhu, Kaafu Atoll, Republic of Maldives","Dusit Worldwide Maldives Pvt Ltd
H. #02-01, Millennia Tower 10, 
Ameer Ahmed Magu, 
Male', Republic of
Maldives",,unmatched,Resort,Kaafu,Feydhoo Finolhu
325,Ecoboo Cruise,vessel,,,,,,8,28,0,7842052,sithhath@ecoboomaldives.com,,,,,,"Halfsix Investment
Sithhath Abdulla
M. Kurevi
Male', Republic of Maldives","Ecoboo Maldives Pvt Ltd (C09272021)
M. Kurevi, Ground Floor
Chanbeylee Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
326,Ecoboo Maldives,hotel,189.0,Thinadhoo,21.0,Vaavu,1. Mala  & 2. Asseyri,26,52,0,"6706555
7842052",sithhath@gmail.com,,,,,,"Ecoboo Maldives Pvt Ltd 
M. Kurevi
Chanbeylee Magu
Male', Republic of Maldives","Owner of Mala, V. Thinadhoo
1. Ibrahim Haleem 
Mala, V. Thinadhoo, Republic of Maldives 

Owner of Asseyri, V. Thinadhoo
1. Nasreena Ahmed 
Asseyri, V. Thinadhoo, Republic of Maldives",,100.0,matched,Hotel,Vaavu,Thinadhoo
327,Eden Blue,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,Blue Waves / Kinbigas Magu,4,8,0,7779317,vacanzaexpressmaldives@gmail.com,,,,,,"Vacanza Express Maldives Private Limited
H. Revimaage, 2nd Floor
Meheli Goalhi
Male', Republic of Maldives","Hawwa Shaheen
Dhongaa
Thulusdhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
328,Ekefaru Inn,guesthouse,,,6.0,Gaafu Alifu,Billion,6,12,0,7600945,ekefaruinn@gmail.com,,,,,,"Ekefaru Inn (SP)
Shazma Mohamed
Ekefaru
Villingili, Gaafu Alifu Atoll
Republic of Maldives","Mohamed Habeeb 
Jaburoazuge
Villingili, Gaafu Alifu Atoll
Republic of Maldives",,,unmatched,Guest House,Gaafu Alifu,Villingili
329,Ellaidhoo Maldives By Cinnamon,resort,,,1.0,Alifu Alifu,,112,224,0,"331 3738
333 2867",resorts@cinnamonhotels.com,,332 6264,666 0514,ellaidhoo@cinnamonhotels.com,,"Travel Club Pvt. Ltd. 
H. Maizaan, 2nd Floor
Sosun Magu
Male', Republic of Maldives","Ellaidhoo Investments Pvt Ltd
5A STO Aifaanu Building, 
Boduthakurufaanu Magu Male', Republic of Maldives",,,unmatched,Resort,Alifu Alifu,Ellaidhoo
330,Elysian Hideaway,guesthouse,96.0,Maafushi,11.0,Kaafu,"Raahee, Iruvai Magu",12,24,0,9997116,faixel@me.com,-,,,,,"Faifam Pvt Ltd
Hulhumale' Lot 10589, 3rd Floor,
Hithigas Magu, 
Male', Republic of Maldives","Hassan Rameez 
Fehivinamaage
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
331,Embudhu Village,resort,,,11.0,Kaafu,,118,236,0,"3322212
3318005",kaimoo@dhivehinet.net.mv,,3318057,664 4776.,gm@embudhuvillage.com / sales@embudhuvillage.com.mv,664 4776.,"Kaimoo Travels & Hotels Services Pvt. Ltd.
H. Maagala, 
Meheli Goalhi
Male', Republic of Maldives","Kaimoo Travels & Hotels Services Pvt. Ltd.
H. Maagala, 
Meheli Goalhi
Male', Republic of Maldives",-,,unmatched,Resort,Kaafu,Embudhu
332,Emerald Faarufushi Resort & Spa,resort,,,17.0,Raa,,88,176,0,6582100,gm@emerald-faarufushi.com,,,6588000,info@emeraldmaldives-seana.com,,"Fasmendhoo Pvt Ltd 
H. Aage, 6th Floor, 
12 Boduthakurufaanu Magu
Male', Republic of Maldives","Fasmendhoo Pvt Ltd 
H. Aage, 6th Floor, 
12 Boduthakurufaanu Magu
Male', Republic of Maldives",,,unmatched,Resort,Raa,Faarufushi
333,Emerald Maldives Resort & Spa Fasmendho,resort,,,17.0,Raa,,143,286,0,6582100,gm@emerald-maldives.com,,-,6582100,tscarapicchia@fasmendhoo.com / reservations@emerald-maldives.com,6582100,"Emil Resort Pvt Ltd 
H. Aage, 06th Floor, 
Boduthakurufaanu Magu, 
Male', Republic of Maldives","Emil Resort Pvt Ltd
H. Aage, 06th Floor, 
Boduthakurufaanu Magu, 
Male', Republic of Maldives","Seana S.R.L (FC)
C/O Shah Hussain & CO Barristers and Attorneys, 
H. Aage, 12 (6th Floor),
Boduthakurufaanu Magu, 
Male', Republic of Maldives",,unmatched,Resort,Raa,Fasmendhoo
334,Emperor Atoll,vessel,,,,,,6,12,0,7779122,hainish111@hotmail.com,,,,,,,,,,no_island_provided,Vessel,,
335,Emperor Explorer,vessel,,,,,,18,35,0,7778856,hussein@ecodiversmaldives.com,,,,,,"Eco Divers Pvt Ltd
H. Coral Reef 
Bodutahkurufaanu Magu 
Male', Republic  of Maldives","Sun Holidays Pvt Ltd (C0764/2017)
Ma. Blue Grass, 2nd Floor
Keneree Magu 
Male', Republic  of Maldives",,,no_island_provided,Vessel,,
336,Emperor Serenity (Ocean Queen),vessel,,,,,,14,38,0,3302044 / 7779122,hainish111@hotmail.com,,-,,,,"Eco Divers Pvt Ltd 
H. Coral Reef, 
Boduthakurufaanu Magu, 
Male', Republic of Maldives","Sun Holidays Pvt Ltd 
Ma. Blue Grass, 
Keneree Magu, 
Male', Republic of Maldives",,,no_island_provided,Vessel,,
337,Emperor Virgo,vessel,,,,,Emperor Virgo,9,18,0,7779122,hussein@ecodiversmaldives.com,,,,,,"Eco Divers Pvt Ltd 
H. Coral Reef
Boduthakurufaanu Magu
Male', Republic of Maldives","Constellation Venture Pvt Ltd 
G. Athafaiy
Dhonadharaadha Hingun
Male', Republic of Maldive",,,no_island_provided,Vessel,,
338,Emperor Voyager,vessel,,,,,Emperor Voyager,10,26,0,7779122,hussein@ecodiversmaldives.com,,,,,,"Eco Divers Pvt Ltd 
M.Kurima, 1st Floor
Male',Republic of Maldives","Emperor Divers Maldives Pvt Ltd
G. Athafaiy
Dhon Adharaadha Hingun
Male', Republic of Maldives",,,no_island_provided,Vessel,,
339,Empyrean Stay,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,"Nest, Raalhueri Magu",7,14,0,7943221/7830790,empyreanstay@gmail.com,,,,,,"Absy's (SP)
Abdul Rasheed Ali 
Dhilkashige
Eydhafushi, Baa Atoll
Republic of Maldives"," Moosa Shakeel Ibrahim Adam 
 Nest
 Thulusdhoo, Kaafu Atoll
 Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
340,Emzaz Blue Lagoon,guesthouse,148.0,Rasgetheemu,17.0,Raa,Blue Heaven,6,12,0,7941001,admin@emzaz.com,,,,,,"Emzaz Pvt Ltd
M. Ormaan, 1st Floor
Fareedhee Magu
Male', Republic of Maldives","Abdul Muhusin Hassan
Dhaftharu NO RS 13409
Male', Republic of Maldives",,100.0,matched,Guest House,Raa,Rasgetheemu
341,Endhaa Divers Home,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,Endhaa,4,8,0,7783233,mujura74@hotmail.com,,,,,,"Ahmed Mujuthaba Abdulla
Maadhadu, Mahilanbumaage
Fuvamulah, Gnaviyani Atoll
Republic of Maldives","Ahmed Mujuthaba Abdulla
Maadhadu, Mahilanbumaage
Fuvamulah, Gnaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
342,Endheri Residence,guesthouse,175.0,Guraidhoo,20.0,Thaa,"Shelistial, Vidhuvaru Goalhi",3,6,0,7765214,endheri.residence@gmail.com,www.equitymaldives.com,,,,,"Ethereal Investments Maldives Pvt Ltd 
G. Feydhookosheege
Majeedhee Magu
Male', Republic of Maldives","Nadiya Aboobakuru 
Shelistial
Guraidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
343,Endorphins Beach Villa,guesthouse,89.0,Dhiffushi,11.0,Kaafu,"Coral Reef, Bodu Magu",15,30,0,9490215,endorphinshotelspvtltd@gmail.com,www.endorphinsmaldives.com,-,,,,"Endorphins Hotels Pvt Ltd 
G. Champaamaage, 1st Floor, Dhanburuh Magu, 
Male',Republic of Maldives","Hassan Yazeedh
Coral Reef, 
Dhiffushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Dhiffushi
344,EQ Surf Retreat,guesthouse,117.0,Muli,15.0,Meemu,Star Lodge,5,10,0,9182594,franck@eq-france.com,,,,,,"EQ Indian Ocean Pvt Ltd 
M. Lux Lodge
Orchid Magu
Male', Republic of Maldives","1. Aminath Zameela 
Star Lodge, Muli, Meemu Atoll, Republic of Maldives
2. Hassan Sobah 
Star Lodge, Muli, Meemu Atoll, Republic of Maldives",,100.0,matched,Guest House,Meemu,Muli
345,Equator,vessel,,,,,,9,18,0,9996536,,,,,,,"Elsea 
Abdul Latheef Usman 
Elsea
Kurendhoo, Lhaviyani Atoll
Republic of Maldives","Elsea 
Abdul Latheef Usman 
Elsea
Kurendhoo, Lhaviyani Atoll
Republic of Maldives",,,no_island_provided,Vessel,,
346,Equator Retreat,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,"Dhoodigan, Sheen Palace, Bahaaru Magu",8,16,0,7796753,equatorretreat@gmail.com,,,,,,"Equator Retreat (SP)
Ahmed Naeem 
Maalegan, Dhaareege
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Mohamed Moosa
Dhaftharu No. RS 2638
Male', Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
347,Equator Sandy Beach,guesthouse,45.0,Gemanafushi,6.0,Gaafu Alifu,"Thoiba, Dhinasha Goalhi",5,10,0,9830631,equatorsandybeach@gmail.com,-,-,,,,"Labina Pvt Ltd 
Ma. Night Villa, 
Emboo Goalhi, 
Male', Republic of Maldives","Aminath Abdulla 
Starlin,
Gemanafush, Gaafu Alifu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Gaafu Alifu,Gemanafushi
348,Equator Village,hotel,100.0,Gan,12.0,Laamu,,78,156,0,6898721,equater@dhivehinet.net.mv,,6898020,,,,"Gan Invest Maldives Pvt Ltd
H. Roanuge
Ameer Ahmed Magu
Male', Republic of Maldives","Gan Invest Maldives Pvt Ltd
H. Roanuge
Ameer Ahmed Magu
Male', Republic of Maldives",-,100.0,matched,Hotel,Seenu,Gan
349,Equatorial Inn,guesthouse,160.0,Feydhoo,19.0,Shaviyani,Caribbean,7,14,0,7979789,zareer7979789@gmail.com,,,,,,"Alternative Supplies and Services (SP)
Hassan Zareer 
Moonimaagasdhoshuge
Feydhoo, Seenu Atoll
Republic of Maldives","Mariyam Afiya Moosa
M.Feeroaz Lodge
Male', Rep of Maldives",,100.0,matched,Guest House,Seenu,Feydhoo
350,Eri Maldives,resort,,,11.0,Kaafu,Eriyadhu,76,152,0,9130614,reservations@eriyadumaldives.com,,-,6644487,reservations@eriyadumaldives.com,6644487,"Eri Holdings Pvt Ltd 
M. Kaneeru Villa, 4th Floor,
Orchid Magu, 
Male’, Republic of Maldives","Eri Holdings Pvt Ltd 
M. Kaneeru Villa, 4th Floor,
Orchid Magu, 
Male’, Republic of Maldives",-,,unmatched,Resort,Kaafu,Eriyadhu
351,Escape (Ultimate Escape),vessel,,,,,,2,4,0,3343727,info@silversands.com.mv,,3320577,,,,"Silver Sands Pvt Ltd
M. Chaandhaneege, 2nd Floor
Alhivilaa Magu
Male', Republic of Maldives","Silver Sands Pvt Ltd
M. Chaandhaneege, 2nd Floor
Alhivilaa Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
352,Escapism Maldives,guesthouse,2.0,Feridhoo,1.0,Alifu Alifu,"Asareege, Shaheed Ali Hingun",6,12,0,7965253,shuhad.ali@live.com,-,-,,,,"Escapism Maldives (SP) | Ali Shuhad Abdulla 
Shemrock, Feridhoo, Alifu Alifu Atoll,
Republic of Maldives","Anwary Abdul Razzaq 
Asareege, Feridhoo, Alifu Alifu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Feridhoo
353,Ever Blue Guest House,guesthouse,5.0,Mathiveri,1.0,Alifu Alifu,"Ever Blue, Funagas Magu",4,8,0,7749203,everblueguesthouse@gmail.com,,,,,,"Ever Blue Guest House LLP (P)
Ever Blue,
Alifu Alifu Atoll, Mathiveri, 
Republic of Maldives","Ahmed Riyaz 
Ever Blue,
Alifu Alifu Atoll, Mathiveri, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Mathiveri
354,Eveylaa Guesthouse,guesthouse,186.0,Fulidhoo,21.0,Vaavu,Hahethi,4,8,0,7935444,eveyla01001@gmail.com,,,,,,"Eveylaa Guesthouse (SP)
Ibrahim Sameer 
Hahethi
Fulidhoo, Vaavu Atoll
Republic of Maldives","Ibrahim Sameer 
Hahethi
Fulidhoo, Vaavu Atoll
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
355,Evilaa Inn Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Haavilaa,6,12,0,9793777,evilainnthoddoo@gmail.com,,,,,,"Evilaa (SP)
Ibrahim Hassan
Evilaa
AA. Thoddoo
Republic of Maldives","Shadiya Moosa
Haavilaa
Hiyalee Magu
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
356,Express Inn,guesthouse,,,11.0,Kaafu,"Hulhumale', 10787",15,30,0,3354044,expressinmv@gmail.com,,3354045,,,,"Aminath Afeefa 
H. Aidha
Lonuziyaaraiy Magu
Male', Republic of Maldives","Mohamed Aseel Ahmed 
H. Aidha, 10th Floor
Male, Rep of Maldives",,,unmatched,Guest House,Kaafu,Male'
357,Ezmeralda Maldives,guesthouse,,,11.0,Kaafu,"Hulhumale' Plot No. 10590, Hithigas Magu",10,20,0,33555655,Manager@ezmeraldamaldives.com,,,,,,"Jee S Business Export and Import (SP)
Mariyam Jeeza 
G. Raiyniru
Male', Republic of Maldives","Mohamed Shiyaz Ibrahim Fakir 
V. Nadhaa
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
358,Faana Inn,guesthouse,23.0,Fulhadhoo,3.0,Baa,Haveyli,6,12,0,7696569,faanainn@gmail.com,www.faanainn.com,-,,,,"Boulha Jehi Faana (SP) | Ahmed Shaheer 
Haveyli, 
Fulhadhoo, Baa Atoll, 
Republic of Maldives","Ahmed Shaheer 
Haveyli, Fulhadhoo, Baa Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Baa,Fulhadhoo
359,Faima Fishing Lodge,guesthouse,19.0,Dharavandhoo,3.0,Baa,"Neeloafaruge, Dheyliyaa Magu",6,12,0,"7776838
7946494",faimainvestments@gmail.com,,,,,,"Faima H Investment (SP)
Mohamed Hameed 
Dhaftharu. No RS 3164
Male', Republic of Maldives","Mohamed Hameed 
Dhaftharu. No RS 3164
Male', Republic of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
360,Fairytale Inn,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"1. Aathari, 2. Yellow Leaf, 3. Shooting Star, Ameenee Magu",9,18,0,7339225,fairytaleinn@gmail.com,,,,,,"Dream Fexx Pvt Ltd 
Fehivilaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Owner of Aathari:
Hassan Rasheed, Hudhufinifenmaage, AA. Thoddoo, Rep. of Maldives
Owner of Shooting Star:
Alyna Ali Adam, Tharividhaage, AA. Thoddoo, Rep. of Maldives
3. Owners of Yellow Leaf:
1. Adam Abdulla, Ujaalaa, AA. Thoddoo, Rep. of Maldives
2. Fathimath Rifasha, Alivaage, AA. Thoddoo, Rep. of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
361,Fari Lodge,guesthouse,95.0,Kaashidhoo,11.0,Kaafu,Maafarivaage Banafsa Goalhi,3,6,0,9990592,farilodge@gmail.com,,,,,,"Fari Lodge 
Abdul Hannan Ahmed 
Maafarivaage
Kaashidhoo, Kaafu Atoll
Republic of Maldives","Abdul Hannan Ahmed
Maafarivaage
Kaashidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Kaashidhoo
362,Fascination,vessel,,,,,Fascination,3,6,0,7850181,info@fascinationmaldives.com,,,,,,"Ahmed Naseem 
Huvandhumaage
Vilufushi, Thaa Atoll
Male', Republic of Maldives","Ahmed Naseem 
Huvandhumaage
Vilufushi, Thaa Atoll
Republic of Maldives",,,no_island_provided,Vessel,,
363,Fasdheythere Inn,guesthouse,27.0,Kendhoo,3.0,Baa,Binaa,5,10,0,9532599,fasdheytheremaldives@gmail.com,https://www.instagram.com/fasdheythere.inn/?locale=pt_BR,-,,,,"Fasdheythere Maldives Pvt Ltd 
Inaf, 
Kendhoo, Baa Atoll, 
Republic of Maldives","Ibrahim Aboobakuru 
Janbumaage,
Kendhoo, Baa Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Baa,Kendhoo
364,Fathikoyhe,guesthouse,,,6.0,Gaafu Alifu,Iraakuge,5,10,0,7514680,syedbe1151@gmail.com,www.fathikoyhe.com,-,,,,"Fathikoyhe (SP) | Mohamed Saeed 
Iraakuge, Orchid Magu, 
Villingili, Gaafu Alifu Atoll, 
Republic of Maldives","Mohamed Saeed 
Iraakuge, 
Villingili, Gaafu Alifu Atoll, 
Republic of",,,unmatched,Guest House,Gaafu Alifu,Villingili
365,Fathima (Red Moon),vessel,,,,,,10,26,0,7670961,maldivesbluevilu@gmail.com,,,,,,"Blue Vilu Maldives Pvt Ltd
V. Farumaan 
Rahvehi Hingun
Male' Republic of Maldives","Ahmed Firaq
Meenaaz
Maalhos, Baa Atoll
Republic of Maldives",,,no_island_provided,Vessel,,
366,Fazaa View Inn,guesthouse,96.0,Maafushi,11.0,Kaafu,"Fazaa, Kasthoori Magu",5,10,0,7776316,zakittey161@gmail.com,,,,,,"Fazaa View Inn (SP)
Ibrahim Zaki 
Julietge
Maafushi, Kaafu Atoll
Republic of Maldives","Aishath Ahmed 
Julietge
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
367,Fehi Velaa Stay,guesthouse,20.0,Dhonfanu,3.0,Baa,Gulalaamaage Haveeree Hingun,5,10,0,7891917,hu.ramyx@gmail.com,,,,,,"Mermaid Explorer Pvt Ltd 
Sunny Corner
Dhonfan, Baa Atoll
Republic of Maldives","Nafeesa Abdul Kareem 
Gulalaamaage
Dhonfan, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Dhonfanu
368,Felicity,vessel,,,,,Felicity,7,16,0,3356677,admin@ensisgroup.com,,3350602,,,,"Ensis Fisheries Pvt Ltd (C-0058/2002)
Hulhumale', Industrial Zone M1-15.16
Male', Republic of Maldives","Ensis Fisheries Pvt Ltd (C-0058/2002)
Hulhumale', Industrial Zone M1-15.16
Male', Republic of Maldives",,,no_island_provided,Vessel,,
369,Fen Villa,guesthouse,19.0,Dharavandhoo,3.0,Baa,"Fen Villa, Kudey Magu",9,18,0,9688999,shuhailahmed@gmail.com,-,-,,,,"Fengas Mart (SP) | Ahmed Shuhail 
M. Fengas, 
Male', Republic of Maldives","Fathimath Raheema Ahmed Shuhail 
M. Morning House, 
Male', Republic of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
370,Feridhoo Beach Villa,guesthouse,2.0,Feridhoo,1.0,Alifu Alifu,"Bahaaruge, Haveeree Hingun",12,24,0,7781388,info@feridhoobeachvilla.com,http://www.feridhoobeachvilla.com/,,,,,"FBV Holdings Pvt Ltd 
H. Revimaage 9A
Meheli Goalhi
Male', Republic of Maldives","Hassan Mohamed 
G. Revimaa Villa
Male', Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Feridhoo
371,Feridhoo Inn,guesthouse,2.0,Feridhoo,1.0,Alifu Alifu,Reena Manzil,5,10,0,"9902305
9970590",info@feridhooinn.com,www.feridhooinn.com,7990081,,,,"Aboobakuru Abdul Kareem
Reena Manzil
AA. Feridhoo
Republic of Maldives","Aboobakuru Abdul Kareem
Reena Manzil
AA. Feridhoo
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Feridhoo
372,Fihaalhohi Maldives,resort,,,11.0,Kaafu,,150,300,0,3006876,info@fehimoorithi.com,,3006879,664 2903,info@fihalhohi.com.mv,664 2903,"Fehi Moorithi Pvt Ltd 
6th Floor, Moorithi Buiding 
Chaandhanee Magu
Male', Republic of Maldives","Fehi Moorithi Pvt Ltd 
6th Floor, Moorithi Buiding 
Chaandhanee Magu
Male' City, Republic of Maldives",,,unmatched,Resort,Kaafu,Fihaalhohi
373,Filitheyo Island Resort,resort,,,5.0,Faafu,,125,250,0,331 7373,admin@aaa.com.mv,,332 1862,6740025,"project@aaa.com,mv",6740025,"A.A.A. & Trading Company Pvt. Ltd.
G. Neem, Majeedhee Magu
Male', Republic of Maldives","A.A.A. & Trading Company Pvt. Ltd.
#17 & 19 Chaandhanee Magu
Male', Republic of Maldives",,,unmatched,Resort,Faafu,Filitheyo
374,Finch,vessel,,,,,Finch,3,6,0,9996791,finch@maziya.com,,,,,,"Maziya Service Private Limited
M. Park Lane
Majeedhee Magu
Male',Republic of Maldives","Ibrahim Fayaz
M. Reefside 
Male',Republic of Maldives",,,no_island_provided,Vessel,,
375,Fini Palace,guesthouse,131.0,Maafaru,16.0,Noonu,"Fini Hiyaa, Karankaa Goalhi",7,14,0,9711755,risk.aluminium@gmail.com,https://finipalace.com/,-,,,,"Fini Palace Pvt Ltd 
M. Green Fish, Ground floor
Shaheed Ali Hingun
Male', Republic of Maldives","1.Ali Moosa
Finihiyaage,  Maafaru, Noonu Atoll, Republic of Maldives 
2.Mariyam Easa 
Finihiyaage,  Maafaru, Noonu Atoll, Republic of Maldives",,100.0,matched,Guest House,Noonu,Maafaru
376,Finimas Residence,guesthouse,181.0,Thimarafushi,20.0,Thaa,Sheen,6,12,0,"9111878
9980117",finimasresidence@gmail.com,www.finimasresidence.com,,,,,"Finimas Residence (SP) |Ahmed Abdulla 
Iruvaige 
Thimarafushi, Thaa Atoll
Republic of Maldives","Ahmed Abdulla 
Iruvaige 
Thimarafushi, Tha Atoll
Republic of Maldives",,100.0,matched,Guest House,Thaa,Thimarafushi
377,Finolhu Baa Atoll Maldives,resort,,,3.0,Baa,,136,272,0,3333644,dheena@shclawyers.com,,3315453,660 8800,stay@finolhu.mv,,"Seaside Finolhu Maldives Pvt Ltd 
6th Floor, H. Aage'
12 Boduthakurufaanu Magu
Male', Republic of Maldives","Seaside Finolhu Maldives Pvt Ltd 
6th Floor, H. Aage'
12 Boduthakurufaanu Magu
Male', Republic of Maldives",,,unmatched,Resort,Baa,Kanufushi
378,Finolhu Beach Guesthouse,guesthouse,185.0,Felidhoo,21.0,Vaavu,Handhufalhi,5,10,0,7765689,info@finolhubeach@gmail.com,,,,,,"Island Holiday Safari Pvt Ltd 
M. Koka Hiyani 
Shaheed Ali Hingun
Male', Republic of Maldives","Abdul Razzaq Moosa 
Handhuvareege 
Felidhoo, Vaavu Atoll
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Felidhoo
379,Finolhu Dhigurah,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,Ocean Wave,5,10,0,9867636,Finolhudhigurah@gmail.com,,,,,,"Finolhu Dhigurah (SP26082021)
Ibrahim Abdul Raheem (A152523)
White Rose 
Dhigurah, Alifu Dhaalu Atoll 
Republic of Maldives","Hawwa Ali (A031322)
White Rose 
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
380,Fins Dive and Leisure Inn,guesthouse,6.0,Rasdhoo,1.0,Alifu Alifu,Karishmaa,5,10,0,7943731,nizar.keyodhoo@gmail.com,,,,,,"Khadheeja Ahmed 
H. Hazel
Roashanee Goalhi
Male', republic Of  Maldives","Samiya Ibrahim 
Gulisthaanuge 
AA. Rasdhoo
Republic Of Maldives",,100.0,matched,Guest House,Alifu Alifu,Rasdhoo
